Topic,Question Type,Paragraph,Question Text,Answer Options,Correct Answer,,Keyword
نحو,MCQ,,اختر المفعول فيه في الجملة: 'شربت الطالب في الظهيرة.'؟,أ. الظهيرة.؛ ب. في الصباح؛ ج. شربت؛ د. الطالب.,,,
نحو,MCQ,,ما المفعول فيه في الجملة: 'شربت المعلم في الظهيرة.'؟,أ. في الصباح؛ ب. الظهيرة.؛ ج. المعلم؛ د. شربت.,,,
نحو,MCQ,,اختر المفعول فيه في الجملة: 'سافرت المعلم في الظهيرة.'؟,أ. في العطلة؛ ب. الظهيرة.؛ ج. سافرت؛ د. المعلم.,,,
نحو,MCQ,,ما هو المفعول فيه في الجملة: 'شربت صديقي في الظهيرة.'؟,أ. في الصباح؛ ب. الظهيرة.؛ ج. شربت؛ د. صديقي.,,,
نحو,MCQ,,ما هو المفعول فيه في الجملة: 'أكلت الطالب في الظهيرة.'؟,أ. الظهيرة.؛ ب. الطالب؛ ج. في الليل؛ د. أكلت.,,,
نحو,MCQ,,ما هو المفعول فيه في الجملة: 'قابلت صديقي في الظهيرة.'؟,أ. صديقي؛ ب. الظهيرة.؛ ج. في الظهيرة؛ د. قابلت.,,,
نحو,MCQ,,حدد المفعول فيه في الجملة: 'قابلت المعلم في الظهيرة.'؟,أ. قابلت؛ ب. المعلم؛ ج. الظهيرة.؛ د. في الظهيرة.,,,
نحو,MCQ,,اذكر المفعول فيه في الجملة: 'قرأت المهندس في الظهيرة.'؟,أ. الظهيرة.؛ ب. المهندس؛ ج. قرأت؛ د. في المساء.,,,
نحو,MCQ,,اذكر المفعول فيه في الجملة: 'قرأت صديقي في الظهيرة.'؟,أ. صديقي؛ ب. في المساء؛ ج. قرأت؛ د. الظهيرة..,,,
نحو,MCQ,,حدد المفعول فيه في الجملة: 'سافرت الطفل في الظهيرة.'؟,أ. في العطلة؛ ب. الظهيرة.؛ ج. سافرت؛ د. الطفل.,,,
نحو,MCQ,,اذكر المفعول فيه في الجملة: 'شربت الطفل في الظهيرة.'؟,أ. في الصباح؛ ب. الطفل؛ ج. شربت؛ د. الظهيرة..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'عمل الفلاح من أجل النجاح.'؟,أ. أجل؛ ب. النجاح.؛ ج. من أجل المحصول؛ د. الفلاح.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'شرب الأستاذ من أجل النجاح.'؟,أ. من أجل الشفاء؛ ب. أجل؛ ج. شرب؛ د. الأستاذ.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'زار الفلاح من أجل النجاح.'؟,أ. الفلاح؛ ب. النجاح.؛ ج. زار؛ د. من أجل الدعاء.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'درس المعلم من أجل النجاح.'؟,أ. من أجل النجاح؛ ب. المعلم؛ ج. أجل؛ د. درس.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'زار الأستاذ من أجل النجاح.'؟,أ. الأستاذ؛ ب. زار؛ ج. من أجل الدعاء؛ د. النجاح..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'ذهب الأستاذ من أجل النجاح.'؟,أ. الأستاذ؛ ب. أجل؛ ج. ذهب؛ د. للعمل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'عمل الطفل من أجل النجاح.'؟,أ. عمل؛ ب. النجاح.؛ ج. من أجل المحصول؛ د. الطفل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'زار الطفل من أجل النجاح.'؟,أ. زار؛ ب. أجل؛ ج. النجاح.؛ د. من أجل الدعاء.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'عمل المهندس من أجل النجاح.'؟,أ. النجاح.؛ ب. أجل؛ ج. عمل؛ د. من أجل المحصول.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'ذهب المعلم من أجل النجاح.'؟,أ. المعلم؛ ب. ذهب؛ ج. النجاح.؛ د. للعمل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'عمل المعلم من أجل النجاح.'؟,أ. من أجل المحصول؛ ب. المعلم؛ ج. النجاح.؛ د. أجل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'درس الأستاذ من أجل النجاح.'؟,أ. درس؛ ب. من أجل النجاح؛ ج. الأستاذ؛ د. النجاح..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'ذهب الطالب من أجل النجاح.'؟,أ. للعمل؛ ب. النجاح.؛ ج. الطالب؛ د. ذهب.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'ذهب الطفل من أجل النجاح.'؟,أ. النجاح.؛ ب. ذهب؛ ج. الطفل؛ د. للعمل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'شرب المعلم من أجل النجاح.'؟,أ. النجاح.؛ ب. شرب؛ ج. من أجل الشفاء؛ د. أجل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'عمل الطالب من أجل النجاح.'؟,أ. النجاح.؛ ب. الطالب؛ ج. من أجل المحصول؛ د. عمل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'درس الفلاح من أجل النجاح.'؟,أ. الفلاح؛ ب. النجاح.؛ ج. أجل؛ د. من أجل النجاح.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'زار المهندس من أجل النجاح.'؟,أ. أجل؛ ب. المهندس؛ ج. النجاح.؛ د. من أجل الدعاء.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'عمل الأستاذ من أجل النجاح.'؟,أ. النجاح.؛ ب. أجل؛ ج. من أجل المحصول؛ د. عمل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'زار الطالب من أجل النجاح.'؟,أ. الطالب؛ ب. أجل؛ ج. من أجل الدعاء؛ د. النجاح..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'شرب الطالب من أجل النجاح.'؟,أ. النجاح.؛ ب. أجل؛ ج. الطالب؛ د. من أجل الشفاء.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'درس الطالب من أجل النجاح.'؟,أ. النجاح.؛ ب. من أجل النجاح؛ ج. الطالب؛ د. أجل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'شرب الفلاح من أجل النجاح.'؟,أ. النجاح.؛ ب. أجل؛ ج. من أجل الشفاء؛ د. شرب.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'شرب الطفل من أجل النجاح.'؟,أ. النجاح.؛ ب. شرب؛ ج. من أجل الشفاء؛ د. أجل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'ذهب الفلاح من أجل النجاح.'؟,أ. الفلاح؛ ب. للعمل؛ ج. أجل؛ د. النجاح..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'درس الطفل من أجل النجاح.'؟,أ. من أجل النجاح؛ ب. النجاح.؛ ج. درس؛ د. أجل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'درس المهندس من أجل النجاح.'؟,أ. المهندس؛ ب. من أجل النجاح؛ ج. النجاح.؛ د. أجل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'شرب المهندس من أجل النجاح.'؟,أ. المهندس؛ ب. النجاح.؛ ج. شرب؛ د. من أجل الشفاء.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'زار المعلم من أجل النجاح.'؟,أ. من أجل الدعاء؛ ب. النجاح.؛ ج. أجل؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'قرأت الفتاة الكتاب من أجل التعلم.'؟,أ. الكتاب؛ ب. أجل؛ ج. من أجل التعلم؛ د. الفتاة.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'سافرت الأسرة للراحة.'؟,أ. سافرت؛ ب. الأسرة؛ ج. للراحة؛ د. للراحة..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'أكلت الفتاة من أجل الصحة.'؟,أ. أكلت؛ ب. الصحة.؛ ج. من أجل الصحة؛ د. الفتاة.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'أرسل المعلم الرسالة للطلاب.'؟,أ. للطلاب؛ ب. الرسالة؛ ج. أرسل؛ د. للطلاب..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'عمل الفلاح بجد من أجل المحصول.'؟,أ. بجد؛ ب. من أجل المحصول؛ ج. المحصول.؛ د. الفلاح.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'شرب الرجل الماء من أجل الشفاء.'؟,أ. الماء؛ ب. أجل؛ ج. من أجل الشفاء؛ د. الشفاء..,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'كتبت الكاتب المقال من أجل الشهرة.'؟,أ. المقال؛ ب. الشهرة.؛ ج. من أجل الشهرة؛ د. أجل.,,,
نحو,MCQ,,ما المفعول لأجله في الجملة: 'زار الزائر المريض من أجل الدعاء.'؟,أ. المريض؛ ب. الزائر؛ ج. من أجل الدعاء؛ د. زار.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الطفل كتبًا شديدًا.'؟,أ. كتابة سريعة؛ ب. كتب؛ ج. الطفل؛ د. كتبًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف الطالب نظفًا شديدًا.'؟,أ. شديدًا.؛ ب. نظافة جيدة؛ ج. نظفًا؛ د. نظف.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب الطفل ضربًا شديدًا.'؟,أ. ضربًا شديدًا؛ ب. ضربًا؛ ج. الطفل؛ د. شديدًا..,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب الطالب ضربًا شديدًا.'؟,أ. الطالب؛ ب. شديدًا.؛ ج. ضربًا شديدًا؛ د. ضرب.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف الطفل نظفًا شديدًا.'؟,أ. نظفًا؛ ب. نظافة جيدة؛ ج. شديدًا.؛ د. نظف.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف الولد نظفًا شديدًا.'؟,أ. نظافة جيدة؛ ب. شديدًا.؛ ج. الولد؛ د. نظفًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الفتاة رسمًا شديدًا.'؟,أ. الفتاة؛ ب. شديدًا.؛ ج. رسمًا جميلًا؛ د. رسم.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الفتاة كتبًا شديدًا.'؟,أ. كتابة سريعة؛ ب. كتب؛ ج. كتبًا؛ د. الفتاة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الطالب رسمًا شديدًا.'؟,أ. رسمًا؛ ب. رسم؛ ج. رسمًا جميلًا؛ د. الطالب.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب العامل ضربًا شديدًا.'؟,أ. العامل؛ ب. ضربًا شديدًا؛ ج. شديدًا.؛ د. ضربًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الطفل رسمًا شديدًا.'؟,أ. رسم؛ ب. شديدًا.؛ ج. رسمًا جميلًا؛ د. رسمًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب الفتاة ضربًا شديدًا.'؟,أ. الفتاة؛ ب. شديدًا.؛ ج. ضرب؛ د. ضربًا شديدًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الطالب كتبًا شديدًا.'؟,أ. الطالب؛ ب. كتابة سريعة؛ ج. كتبًا؛ د. شديدًا..,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الولد كتبًا شديدًا.'؟,أ. شديدًا.؛ ب. كتابة سريعة؛ ج. كتبًا؛ د. الولد.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الولد رسمًا شديدًا.'؟,أ. رسم؛ ب. رسمًا؛ ج. رسمًا جميلًا؛ د. الولد.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف الفتاة نظفًا شديدًا.'؟,أ. نظف؛ ب. نظافة جيدة؛ ج. الفتاة؛ د. نظفًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب العامل نظافة جيدة.'؟,أ. نظافة؛ ب. ضربًا شديدًا؛ ج. جيدة.؛ د. العامل.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف الولد نظافة جيدة.'؟,أ. جيدة.؛ ب. نظافة جيدة؛ ج. نظافة؛ د. الولد.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف الطفل نظافة جيدة.'؟,أ. جيدة.؛ ب. نظافة جيدة؛ ج. نظافة؛ د. نظف.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب الفتاة نظافة جيدة.'؟,أ. الفتاة؛ ب. جيدة.؛ ج. نظافة؛ د. ضربًا شديدًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب المهندس نظافة جيدة.'؟,أ. المهندس؛ ب. ضربًا شديدًا؛ ج. نظافة؛ د. جيدة..,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب العامل نظافة جيدة.'؟,أ. كتب؛ ب. العامل؛ ج. نظافة؛ د. كتابة سريعة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم العامل نظافة جيدة.'؟,أ. جيدة.؛ ب. رسمًا جميلًا؛ ج. نظافة؛ د. العامل.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الولد نظافة جيدة.'؟,أ. كتابة سريعة؛ ب. الولد؛ ج. كتب؛ د. جيدة..,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الفتاة نظافة جيدة.'؟,أ. الفتاة؛ ب. كتابة سريعة؛ ج. نظافة؛ د. جيدة..,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الطفل نظافة جيدة.'؟,أ. جيدة.؛ ب. كتب؛ ج. الطفل؛ د. كتابة سريعة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم المهندس نظافة جيدة.'؟,أ. جيدة.؛ ب. رسمًا جميلًا؛ ج. رسم؛ د. نظافة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف العامل نظافة جيدة.'؟,أ. نظف؛ ب. نظافة؛ ج. نظافة جيدة؛ د. جيدة..,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الولد نظافة جيدة.'؟,أ. جيدة.؛ ب. رسم؛ ج. الولد؛ د. رسمًا جميلًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب الطفل نظافة جيدة.'؟,أ. جيدة.؛ ب. الطفل؛ ج. ضرب؛ د. ضربًا شديدًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الفتاة نظافة جيدة.'؟,أ. رسمًا جميلًا؛ ب. الفتاة؛ ج. جيدة.؛ د. رسم.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ضرب الولد نظافة جيدة.'؟,أ. جيدة.؛ ب. الولد؛ ج. ضربًا شديدًا؛ د. نظافة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف الفتاة نظافة جيدة.'؟,أ. نظافة؛ ب. جيدة.؛ ج. نظافة جيدة؛ د. الفتاة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الطفل نظافة جيدة.'؟,أ. رسم؛ ب. نظافة؛ ج. رسمًا جميلًا؛ د. جيدة..,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'نظف المهندس نظافة جيدة.'؟,أ. نظافة؛ ب. المهندس؛ ج. نظافة جيدة؛ د. نظف.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب المهندس نظافة جيدة.'؟,أ. كتابة سريعة؛ ب. جيدة.؛ ج. نظافة؛ د. المهندس.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'ساعدت المعلمة سماعًا كبيرًا.'؟,أ. سماعًا كبيرًا؛ ب. سماعًا؛ ج. كبيرًا.؛ د. المعلمة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'كتب الطالب كتابة سريعة.'؟,أ. الطالب؛ ب. كتابة؛ ج. كتب؛ د. كتابة سريعة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'قرأت الفتاة قراءة واضحة.'؟,أ. قراءة واضحة؛ ب. واضحة.؛ ج. قرأت؛ د. قراءة.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'شرح الأستاذ شرحًا مفصلا.'؟,أ. مفصلا.؛ ب. شرح؛ ج. شرحًا مفصلا؛ د. شرحًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'رسم الطفل رسمًا جميلًا.'؟,أ. رسم؛ ب. الطفل؛ ج. رسمًا؛ د. رسمًا جميلًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'قفز القط قفزًا عاليًا.'؟,أ. قفزًا عاليًا؛ ب. عاليًا.؛ ج. القط؛ د. قفزًا.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'غنت الطفلة غناء عذبًا.'؟,أ. غناء عذبًا؛ ب. الطفلة؛ ج. عذبًا.؛ د. غناء.,,,
نحو,MCQ,,ما المفعول المطلق في الجملة: 'بنى المهندس بناء قويًا.'؟,أ. بناء؛ ب. بناء قويًا؛ ج. بنى؛ د. المهندس.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الطفل والقمر.'؟,أ. الطفل؛ ب. والقمر.؛ ج. نزل؛ د. والأعباء.,,,
نحو,MCQ,,ما المفعول معه: 'غنى المعلم والقمر.'؟,أ. والقمر.؛ ب. والفريق؛ ج. غنى؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول معه: 'سار الولد والقمر.'؟,أ. والقمر.؛ ب. والقمر؛ ج. سار؛ د. الولد.,,,
نحو,MCQ,,ما المفعول معه: 'سار المعلم والقمر.'؟,أ. المعلم؛ ب. والقمر.؛ ج. والقمر؛ د. سار.,,,
نحو,MCQ,,ما المفعول معه: 'نزل المعلم والقمر.'؟,أ. نزل؛ ب. المعلم؛ ج. والأعباء؛ د. والقمر..,,,
نحو,MCQ,,ما المفعول معه: 'جاء الرجل والقمر.'؟,أ. وصديقه؛ ب. الرجل؛ ج. والقمر.؛ د. جاء.,,,
نحو,MCQ,,ما المفعول معه: 'غنى الطفل والقمر.'؟,أ. والقمر.؛ ب. الطفل؛ ج. والفريق؛ د. غنى.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الرجل والقمر.'؟,أ. والأعباء؛ ب. الرجل؛ ج. والقمر.؛ د. نزل.,,,
نحو,MCQ,,ما المفعول معه: 'سار الرجل والقمر.'؟,أ. والقمر؛ ب. والقمر.؛ ج. الرجل؛ د. سار.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الولد والقمر.'؟,أ. والقمر.؛ ب. الولد؛ ج. والأعباء؛ د. نزل.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الفتى والقمر.'؟,أ. نزل؛ ب. الفتى؛ ج. والأعباء؛ د. والقمر..,,,
نحو,MCQ,,ما المفعول معه: 'سار الفتى والقمر.'؟,أ. سار؛ ب. والقمر؛ ج. والقمر.؛ د. الفتى.,,,
نحو,MCQ,,ما المفعول معه: 'جاء المعلم والقمر.'؟,أ. جاء؛ ب. والقمر.؛ ج. المعلم؛ د. وصديقه.,,,
نحو,MCQ,,ما المفعول معه: 'غنى الولد والقمر.'؟,أ. والفريق؛ ب. والقمر.؛ ج. غنى؛ د. الولد.,,,
نحو,MCQ,,ما المفعول معه: 'غنى الرجل والقمر.'؟,أ. الرجل؛ ب. والفريق؛ ج. غنى؛ د. والقمر..,,,
نحو,MCQ,,ما المفعول معه: 'غنى الفتى والقمر.'؟,أ. والفريق؛ ب. غنى؛ ج. والقمر.؛ د. الفتى.,,,
نحو,MCQ,,ما المفعول معه: 'سار الطفل والقمر.'؟,أ. سار؛ ب. الطفل؛ ج. والقمر.؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'جاء الولد والقمر.'؟,أ. جاء؛ ب. الولد؛ ج. والقمر.؛ د. وصديقه.,,,
نحو,MCQ,,ما المفعول معه: 'جاء الطفل والقمر.'؟,أ. وصديقه؛ ب. والقمر.؛ ج. جاء؛ د. الطفل.,,,
نحو,MCQ,,ما المفعول معه: 'جاء الفتى والقمر.'؟,أ. الفتى؛ ب. جاء؛ ج. وصديقه؛ د. والقمر..,,,
نحو,MCQ,,ما المفعول معه: 'نزل الفتى وصديقه.'؟,أ. نزل؛ ب. والأعباء؛ ج. وصديقه.؛ د. الفتى.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الرجل وصديقه.'؟,أ. نزل؛ ب. الرجل؛ ج. والأعباء؛ د. وصديقه..,,,
نحو,MCQ,,ما المفعول معه: 'نزل المهندس وصديقه.'؟,أ. وصديقه.؛ ب. والأعباء؛ ج. نزل؛ د. المهندس.,,,
نحو,MCQ,,ما المفعول معه: 'جاء المعلم وصديقه.'؟,أ. جاء؛ ب. المعلم؛ ج. وصديقه؛ د. وصديقه..,,,
نحو,MCQ,,ما المفعول معه: 'جاء الرجل وصديقه.'؟,أ. وصديقه؛ ب. وصديقه.؛ ج. جاء؛ د. الرجل.,,,
نحو,MCQ,,ما المفعول معه: 'سار الطفل وصديقه.'؟,أ. والقمر؛ ب. الطفل؛ ج. وصديقه.؛ د. سار.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الطفل وصديقه.'؟,أ. وصديقه.؛ ب. نزل؛ ج. الطفل؛ د. والأعباء.,,,
نحو,MCQ,,ما المفعول معه: 'قام الفتى وصديقه.'؟,أ. الفتى؛ ب. وصديقه.؛ ج. والعمال؛ د. قام.,,,
نحو,MCQ,,ما المفعول معه: 'نزل المعلم وصديقه.'؟,أ. وصديقه.؛ ب. والأعباء؛ ج. نزل؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول معه: 'قام المهندس وصديقه.'؟,أ. والعمال؛ ب. وصديقه.؛ ج. قام؛ د. المهندس.,,,
نحو,MCQ,,ما المفعول معه: 'جاء المهندس وصديقه.'؟,أ. وصديقه.؛ ب. وصديقه؛ ج. جاء؛ د. المهندس.,,,
نحو,MCQ,,ما المفعول معه: 'سار المعلم وصديقه.'؟,أ. والقمر؛ ب. سار؛ ج. وصديقه.؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول معه: 'قام الطفل وصديقه.'؟,أ. والعمال؛ ب. الطفل؛ ج. وصديقه.؛ د. قام.,,,
نحو,MCQ,,ما المفعول معه: 'جاء الطفل وصديقه.'؟,أ. وصديقه؛ ب. وصديقه.؛ ج. الطفل؛ د. جاء.,,,
نحو,MCQ,,ما المفعول معه: 'سار المهندس وصديقه.'؟,أ. المهندس؛ ب. وصديقه.؛ ج. سار؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'قام الرجل وصديقه.'؟,أ. والعمال؛ ب. قام؛ ج. وصديقه.؛ د. الرجل.,,,
نحو,MCQ,,ما المفعول معه: 'سار الرجل وصديقه.'؟,أ. الرجل؛ ب. وصديقه.؛ ج. سار؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'سار الفتى وصديقه.'؟,أ. الفتى؛ ب. سار؛ ج. وصديقه.؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'قام المعلم وصديقه.'؟,أ. قام؛ ب. وصديقه.؛ ج. المعلم؛ د. والعمال.,,,
نحو,MCQ,,ما المفعول معه: 'جاء الفتى وصديقه.'؟,أ. وصديقه.؛ ب. وصديقه؛ ج. الفتى؛ د. جاء.,,,
نحو,MCQ,,ما المفعول معه: 'نزل المعلم والطلاب.'؟,أ. نزل؛ ب. والأعباء؛ ج. المعلم؛ د. والطلاب..,,,
نحو,MCQ,,ما المفعول معه: 'قام المعلم والطلاب.'؟,أ. والعمال؛ ب. قام؛ ج. والطلاب.؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول معه: 'ساعد المعلم والطلاب.'؟,أ. والطلاب؛ ب. والطلاب.؛ ج. ساعد؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول معه: 'غنى المعلم والطلاب.'؟,أ. غنى؛ ب. المعلم؛ ج. والفريق؛ د. والطلاب..,,,
نحو,MCQ,,ما المفعول معه: 'غنى الرجل والأعباء.'؟,أ. غنى؛ ب. الرجل؛ ج. والأعباء.؛ د. والفريق.,,,
نحو,MCQ,,ما المفعول معه: 'سار الرجل والأعباء.'؟,أ. الرجل؛ ب. سار؛ ج. والأعباء.؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الرجل والأعباء.'؟,أ. والأعباء؛ ب. والأعباء.؛ ج. نزل؛ د. الرجل.,,,
نحو,MCQ,,ما المفعول معه: 'جاء الرجل والأعباء.'؟,أ. جاء؛ ب. وصديقه؛ ج. الرجل؛ د. والأعباء..,,,
نحو,MCQ,,ما المفعول معه: 'سار العائلة والأمتعة.'؟,أ. والأمتعة.؛ ب. سار؛ ج. العائلة؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'غنى العائلة والأمتعة.'؟,أ. غنى؛ ب. والأمتعة.؛ ج. والفريق؛ د. العائلة.,,,
نحو,MCQ,,ما المفعول معه: 'سفر العائلة والأمتعة.'؟,أ. العائلة؛ ب. والأمتعة.؛ ج. والأمتعة؛ د. سفر.,,,
نحو,MCQ,,ما المفعول معه: 'قام العائلة والأمتعة.'؟,أ. والأمتعة.؛ ب. والعمال؛ ج. العائلة؛ د. قام.,,,
نحو,MCQ,,ما المفعول معه: 'جاء العائلة والأمتعة.'؟,أ. وصديقه؛ ب. والأمتعة.؛ ج. العائلة؛ د. جاء.,,,
نحو,MCQ,,ما المفعول معه: 'سار الطفل ووالده.'؟,أ. ووالده.؛ ب. سار؛ ج. الطفل؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'رأى الطفل ووالده.'؟,أ. ووالده.؛ ب. ووالده؛ ج. رأى؛ د. الطفل.,,,
نحو,MCQ,,ما المفعول معه: 'غنى الطفل ووالده.'؟,أ. ووالده.؛ ب. والفريق؛ ج. غنى؛ د. الطفل.,,,
نحو,MCQ,,ما المفعول معه: 'نزل الطفل ووالده.'؟,أ. نزل؛ ب. والأعباء؛ ج. الطفل؛ د. ووالده..,,,
نحو,MCQ,,ما المفعول معه: 'قام البنت والكرة.'؟,أ. البنت؛ ب. قام؛ ج. والكرة.؛ د. والعمال.,,,
نحو,MCQ,,ما المفعول معه: 'سار البنت والكرة.'؟,أ. سار؛ ب. البنت؛ ج. والكرة.؛ د. والقمر.,,,
نحو,MCQ,,ما المفعول معه: 'غنى البنت والكرة.'؟,أ. والكرة.؛ ب. والفريق؛ ج. غنى؛ د. البنت.,,,
نحو,MCQ,,ما المفعول معه: 'لعبت البنت والكرة.'؟,أ. البنت؛ ب. والكرة.؛ ج. والكرة؛ د. لعبت.,,,
نحو,MCQ,,ما المفعول معه: 'نزل البنت والكرة.'؟,أ. والأعباء؛ ب. والكرة.؛ ج. البنت؛ د. نزل.,,,
نحو,MCQ,,ما المفعول معه: 'سار المطرب والفريق.'؟,أ. سار؛ ب. والقمر؛ ج. المطرب؛ د. والفريق..,,,
نحو,MCQ,,ما المفعول معه: 'نزل المطرب والفريق.'؟,أ. والفريق.؛ ب. والأعباء؛ ج. نزل؛ د. المطرب.,,,
نحو,MCQ,,ما المفعول معه: 'غنى المطرب والفريق.'؟,أ. المطرب؛ ب. غنى؛ ج. والفريق؛ د. والفريق..,,,
نحو,MCQ,,ما المفعول معه: 'قام المطرب والفريق.'؟,أ. قام؛ ب. والعمال؛ ج. المطرب؛ د. والفريق..,,,
نحو,MCQ,,ما المفعول معه: 'سار المهندس والعمال.'؟,أ. والعمال.؛ ب. والقمر؛ ج. المهندس؛ د. سار.,,,
